location_see_also_uris,children,alternate_location_names,elevation,rank_at_foundation,parent,place_see_also_uris,dedication,location_category,earliest_attestation_label,earliest_attestation_max_year,english_place_name,positional_accuracy_assessment,place_references,founders,type,italian_place_name,longitude,comune,alternate_place_names,updated_at,place_category,notes,attestation_types,record_status,reign_of_earliest_attestation_label,updated_by,latitude,order,seismic_class_id,gender,earliest_attestation_min_year,historical_province,archaeological_remains,province,created_by,created_at
http://www.geonames.org/2523920/palermo.html,,Bn.rm (unknown)|Balarm (unknown)|Balarmuh (unknown)|Bân.rm (unknown)|Panormus (unknown),0.0,Abbey,,,Saint Andrew,associated_modern,1187?,1187,Saint Andrew of Bebene,unknown,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 41|Giunta, C. F. 1983. ""Il monachesimo basiliano nella Sicilia normanna."" In Basilio di Cesarea, la sua età, la sua opera e il basilianesimo in Sicilia. Messina: Centro di studi umanistici. pp. 729|Scaduto, Mario. Il monachesimo basiliano nella Sicilia medievale : rinascita e decadenza : sec. XI - XIV. Roma: Ed. di ""Storia e Letteratura,"" 1982. pp. 140",,monastery,Sant'Andrea di Bebene,13.35814,Palermo,,2019-10-09T03:54:21.728Z,abbey,,documentary,draft,Reign of King William II,Joe Hayes,38.098661,Basilians,2,Male,1187,Val di Mazara,unknown,Palermo,Joe Hayes,2019-10-09T03:54:21.728Z
http://www.geonames.org/2524170/messina.html,,Massîni (unknown),0.0,Abbey,,,Saint Anne,associated_modern,1178-1179,1179,Saint Anne of Messina,unknown,"Garufi, Carlo Alberto. I documenti inediti dell'epoca normanna in Sicilia. Palermo: Lo Statuto, 1899. pp. 88-89, 166-167|White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 41|Giunta, C. F. 1983. ""Il monachesimo basiliano nella Sicilia normanna."" In Basilio di Cesarea, la sua età, la sua opera e il basilianesimo in Sicilia. Messina: Centro di studi umanistici. pp. 729|Scaduto, Mario. Il monachesimo basiliano nella Sicilia medievale : rinascita e decadenza : sec. XI - XIV. Roma: Ed. di ""Storia e Letteratura,"" 1982. pp. 155, 156, 412",Ola Grafeos,monastery,Sant'Anna di Messina,15.5533274,Messina,,2019-10-09T03:54:21.740Z,abbey,,documentary,draft,Reign of King William II,Joe Hayes,38.1808393,Basilians,1,Female,1178,Val Demone,unknown,Messina,Joe Hayes,2019-10-09T03:54:21.740Z
https://www.geonames.org/2524093/monforte-san-giorgio.html,,Anf 'an Nahr (unknown)|Capobianco (unknown)|Monforte (unknown)|Monteforte (unknown),0.0,Abbey,,,Saint Anne,associated_modern,1131,1131,Saint Anne of Monforte,unknown,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 41|Giunta, C. F. 1983. ""Il monachesimo basiliano nella Sicilia normanna."" In Basilio di Cesarea, la sua età, la sua opera e il basilianesimo in Sicilia. Messina: Centro di studi umanistici. pp. 730|Scaduto, Mario. Il monachesimo basiliano nella Sicilia medievale : rinascita e decadenza : sec. XI - XIV. Roma: Ed. di ""Storia e Letteratura,"" 1982. pp. 183, 363",,monastery,Sant'Anna di Monforte,15.38132,Monforte San Giorgio,Sant'Anna e San Nicola (unknown)|Sant'Anna di Monteforte (unknown),2019-10-09T03:54:21.751Z,abbey,,documentary,draft,Reign of King Roger II,Joe Hayes,38.15733,Basilians,1,Male,1131,Val Demone,unknown,Messina,Joe Hayes,2019-10-09T03:54:21.751Z
http://www.geonames.org/2525597/barcellona-pozzo-di-gotto.html,,Galath (unknown),260.0,Abbey,,,the Virgin Mary,representative,1105,1105,Saint Mary of Gala,generic_handheld_gps,"Garufi, Carlo Alberto. I documenti inediti dell'epoca normanna in Sicilia. Palermo: Lo Statuto, 1899. pp. 19-20|White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 42, 209 n.|Scaduto, Mario. Il monachesimo basiliano nella Sicilia medievale : rinascita e decadenza : sec. XI - XIV. Roma: Ed. di ""Storia e Letteratura,"" 1982. pp. 143, 144, 357, 367, 375, 410",Countess and Regent Adelasia (Female),monastery,Santa Maria di Gala,15.233962,Barcellona Pozzo di Gotto,,2019-10-09T03:54:21.763Z,abbey,,"documentary, archaeological",draft,Regency of Countess Adelasia,Joe Hayes,38.119878,Basilians,2,Male,1105,Val Demone,unknown,Messina,Joe Hayes,2019-10-09T03:54:21.763Z
http://www.geonames.org/2525499/brolo.html,,Voah (unknown)|Voab (unknown)|Vohab (unknown)|Marsâ Dalîah (unknown),398.0,Abbey,,,Saint Michael the Archangel,representative,1084,1084,Saint Michael the Archangel of Brolo,generic_handheld_gps,"Garufi, Carlo Alberto. I documenti inediti dell'epoca normanna in Sicilia. Palermo: Lo Statuto, 1899. pp. 1-7|White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 35, 39 n., 40, 41, 88|Giunta, C. F. 1983. ""Il monachesimo basiliano nella Sicilia normanna."" In Basilio di Cesarea, la sua età, la sua opera e il basilianesimo in Sicilia. Messina: Centro di studi umanistici. pp. 730|Scaduto, Mario. Il monachesimo basiliano nella Sicilia medievale : rinascita e decadenza : sec. XI - XIV. Roma: Ed. di ""Storia e Letteratura,"" 1982. pp. 80, 250, 357, 384",Count Roger I (Male),monastery,San Michele Arcangelo di Brolo,14.887486,Brolo,,2019-10-09T03:54:21.774Z,abbey,"The history of Sant’Angelo di Brolo is shrouded in mystery, a fact that is reflected in the scholarly record. Scaduto (p. 80), sees this monastery as having been one and the same with Sant’Angelo di Ficarra (also known as Fulgerino or Filarino) whereas Lynn White (pp. 41-42) considers them separately. Currently used as an urban cemetery, the remains of Sant’Angelo di Brolo bear little evidence of their medieval past. Indeed, during our July 2019 visit, Mr. Basilio Segreto, a local historian and moderator of the Facebook group Siciliantica Sede di Sant’Angelo di Brolo, suggested that, based on legends that surround Roger I’s conquest of the region and a document from 1092 that refers to a pre-existing location, the original monastery was located farther up in the hills surrounding the town. The new medieval community was formed by the count as he collected various Greek monks who were living in the area as hermits. According to this hypothesis, the monks moved to the current location sometime during the 16th century. Although this is not known for certain, it appears that the monastery was rebuilt in the mid-16th century; the following years, Mr. Segreto reports, were very favorable to the monastic community, due to silk production and, later, the cultivation of hazelnut trees. The site was converted into a cemetery following the religious suppression of the mid-19th century; today, its nave provides a footprint for its main corridor and the cloister offers an enclosure for a certain section of the interments. Given the vicissitudes of the monastery and the highly doubtful survival of Norman remains, cultural stone assessment would be of limited use for the project. We are enormously grateful to Mr. Segreto and to Ms. Angela Princiotto for sharing both their knowledge and time with us. ","documentary, archaeological",draft,Norman Conquest of Sicily,Joe Hayes,38.110391,Basilians,2,Male,1084,Val Demone,unknown,Messina,Joe Hayes,2019-10-09T03:54:21.774Z
http://www.geonames.org/2523425/san-marco-d-alunzio.html,,l'Agathyrnum (unknown)|l'Agathinon (unknown)|Qal'at-Sciant-Marku (unknown)|Castrum Sancti Mauri (unknown)|Castrum Marci (unknown),0.0,Abbey,,,Saint Barbarus,associated_modern,before 1109,1109,Saint Barbarus of Dimenna,unknown,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 35, 41, 45-46 n. 6 |Scaduto, Mario. Il monachesimo basiliano nella Sicilia medievale : rinascita e decadenza : sec. XI - XIV. Roma: Ed. di ""Storia e Letteratura,"" 1982. pp. 105, 110, 404, 421",,monastery,San Barbaro di Dimenna,14.7005667,San Marco d'Alunzio,,2019-10-09T03:54:21.786Z,abbey,,documentary,draft,Regency of Countess Adelasia,Joe Hayes,38.0728323,Basilians,2,Male,,Val Demone,unknown,Messina,Joe Hayes,2019-10-09T03:54:21.786Z
http://www.geonames.org/2524020/naso.html,,Nasa (unknown)|Nasus (unknown),0.0,Abbey,,,Saint Basil,associated_modern,1080,1080,Saint Basil of Naso,unknown,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 41, 187 n., 191 n.|Giunta, C. F. 1983. ""Il monachesimo basiliano nella Sicilia normanna."" In Basilio di Cesarea, la sua età, la sua opera e il basilianesimo in Sicilia. Messina: Centro di studi umanistici. pp. 730|Scaduto, Mario. Il monachesimo basiliano nella Sicilia medievale : rinascita e decadenza : sec. XI - XIV. Roma: Ed. di ""Storia e Letteratura,"" 1982. pp. 90 n. 78",,monastery,San Basilio di Naso,14.78688,Naso,,2019-10-09T03:54:21.799Z,abbey,,documentary,draft,Norman Conquest of Sicily,Joe Hayes,38.1222117,Basilians,2,Male,1080,Val Demone,unknown,Messina,Joe Hayes,2019-10-09T03:54:21.799Z
http://www.geonames.org/2522849/troina.html,,Traina (unknown)|Targinis (unknown)|Trayna (unknown)|Castrum Troinae (unknown)|Castrum Trainae (unknown)|Draginat (unknown)|Targinis (unknown),0.0,Abbey,,,Saint Basil,associated_modern,1131,1131,Saint Basil of Troina,unknown,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 41|Giunta, C. F. 1983. ""Il monachesimo basiliano nella Sicilia normanna."" In Basilio di Cesarea, la sua età, la sua opera e il basilianesimo in Sicilia. Messina: Centro di studi umanistici. pp. 730|Scaduto, Mario. Il monachesimo basiliano nella Sicilia medievale : rinascita e decadenza : sec. XI - XIV. Roma: Ed. di ""Storia e Letteratura,"" 1982. pp. 390",,monastery,San Basilio di Troina,14.5993704,Troina,,2019-10-09T03:54:21.810Z,abbey,,documentary,draft,Reign of King Roger II,Joe Hayes,37.782591,Basilians,2,Male,1131,Val Demone,unknown,Enna,Joe Hayes,2019-10-09T03:54:21.810Z
http://www.geonames.org/2524322/maletto.html,,Castrum Malecti (unknown),0.0,Abbey,,,Saint Constantine,associated_modern,1131,1131,Saint Constantine of Malet,unknown,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 41|Giunta, C. F. 1983. ""Il monachesimo basiliano nella Sicilia normanna."" In Basilio di Cesarea, la sua età, la sua opera e il basilianesimo in Sicilia. Messina: Centro di studi umanistici. pp. 730|Scaduto, Mario. Il monachesimo basiliano nella Sicilia medievale : rinascita e decadenza : sec. XI - XIV. Roma: Ed. di ""Storia e Letteratura,"" 1982. pp. 183",,monastery,San Costantino di Malet,14.8627627,Maletto,San Costantino di Maletto (unknown),2019-10-09T03:54:21.822Z,abbey,,documentary,draft,Reign of King Roger II,Joe Hayes,37.8286412,Basilians,2,Male,1131,Val Demone,unknown,Catania,Joe Hayes,2019-10-09T03:54:21.822Z
http://www.geonames.org/2525103/castelbuono.html,,Ypsigro (unknown)|Ruqqah Basili (unknown)|Castri Boni (unknown)|Gonato (unknown),0.0,Abbey,,,Saint Cosmas,representative,1142-1143,1143,Saint Cosmas at Gonata,generic_handheld_gps,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 41|Scaduto, Mario. Il monachesimo basiliano nella Sicilia medievale : rinascita e decadenza : sec. XI - XIV. Roma: Ed. di ""Storia e Letteratura,"" 1982. pp. 152",,monastery,San Cosma a Gonata,14.081389,Castelbuono,San Cosma di Gonata (unknown),2019-10-09T03:54:21.834Z,abbey,"Although Scaduto (p. 152) and Giunta (p. 730) place this house in Petralia, our best guess based on toponymic evidenc is that it was located in Gonato, near the Masseria Rocca di Gonato. Today, an agriturismo sits on or near the former site of the monastery. We were able to see no evidence of a medieval structure during our visit.",documentary,draft,Reign of King Roger II,Joe Hayes,37.885556,Basilians,2,Male,1142,Val Demone,unknown,Palermo,Joe Hayes,2019-10-09T03:54:21.834Z
http://www.geonames.org/2522849/troina.html,,Traina (unknown)|Targinis (unknown)|Trayna (unknown)|Castrum Troinae (unknown)|Castrum Trainae (unknown)|Draginat (unknown)|Targinis (unknown)|Ambula (unknown)|Ambola (unknown),1003.0,Abbey,,,Saint Elias,representative,1094,1094,Saint Elias of Embula,generic_handheld_gps,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 4, 41|Giunta, C. F. 1983. ""Il monachesimo basiliano nella Sicilia normanna."" In Basilio di Cesarea, la sua età, la sua opera e il basilianesimo in Sicilia. Messina: Centro di studi umanistici. pp. 730|Scaduto, Mario. Il monachesimo basiliano nella Sicilia medievale : rinascita e decadenza : sec. XI - XIV. Roma: Ed. di ""Storia e Letteratura,"" 1982. pp. 87, 250, 356 f., 367, 390, 391",Count Roger I (Male),monastery,Sant'Elia d'Embula,14.60101,Troina,Sant'Elia di Ambula (unknown)|Sant'Elia di Ebulo (unknown),2019-10-09T03:54:21.846Z,abbey,"This is a guess. Troina's official tourism website (""Enjoy Troina,"" (https://enjoytroina.it/siti-storici-e-archeologici/) claims that the Chiesa di San Silvestro was built to host the monks of the cenobio di Sant'Elia. So it needed to be nearby. The earliest date of construction reported by the commune is 1625, though the site has a placard explaining that the current church of San Silvestro was constructed on the foundations of a preexisting Basilian monastery’s small church. Nothing from the Norman period remains outside and though we were unable to access the church’s interior (its being locked for the summer, at least). Still, the current landscape is evocative of the vistas that might have been available to the monks – located in Troina, the first Norman capital in Sicily, Sant’Elia’s high location would have provided it an expansive overview of the surrounding mountains and valleys.  ",documentary,draft,Reign of Count Roger I,Joe Hayes,37.783401,Basilians,2,Male,1094,Val Demone,unknown,Enna,Joe Hayes,2019-10-09T03:54:21.846Z
http://www.geonames.org/2523972/oliveri.html,,Marsa L.biri (unknown)|Oliverium (unknown)|Libiri (unknown)|Limiri (unknown)|Lu Liveri (unknown)|Castrum Oliverii (unknown),0.0,Abbey,,,Saint Elias,associated_modern,1131,1131,Saint Elias of Scala Oliverii,unknown,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 41|Giunta, C. F. 1983. ""Il monachesimo basiliano nella Sicilia normanna."" In Basilio di Cesarea, la sua età, la sua opera e il basilianesimo in Sicilia. Messina: Centro di studi umanistici. pp. 730|Scaduto, Mario. Il monachesimo basiliano nella Sicilia medievale : rinascita e decadenza : sec. XI - XIV. Roma: Ed. di ""Storia e Letteratura,"" 1982. pp. 145, 146",,monastery,Sant'Elia di Scala Oliveri,15.0594847,Oliveri,Sant'Elia di Burraca (unknown)|Sant'Elia de Burracha (unknown),2019-10-09T03:54:21.857Z,abbey,,documentary,draft,Reign of King Roger II,Joe Hayes,38.1242857,Basilians,2,Male,1131,Val Demone,unknown,Messina,Joe Hayes,2019-10-09T03:54:21.857Z
